# docker logs terasort1
2023-03-31 11:16:10,010 [info ] [139856973143232] /home/kevin/git/lwdee/app.cpp:49 init : this is node1
2023-03-31 11:16:10,047 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 11
2023-03-31 11:16:10,047 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node2 SampleDCO
2023-03-31 11:16:10,051 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 12
2023-03-31 11:16:10,051 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node3 SampleDCO
2023-03-31 11:16:10,057 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 13
2023-03-31 11:16:10,057 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node4 SampleDCO
2023-03-31 11:16:10,060 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 14
2023-03-31 11:16:10,061 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node5 SampleDCO
2023-03-31 11:16:10,065 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 15
2023-03-31 11:16:10,065 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node6 SampleDCO
2023-03-31 11:16:10,069 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 16
2023-03-31 11:16:10,069 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node2 SampleDCO
2023-03-31 11:16:10,072 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 17
2023-03-31 11:16:10,072 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node3 SampleDCO
2023-03-31 11:16:10,076 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 18
2023-03-31 11:16:10,076 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node4 SampleDCO
2023-03-31 11:16:10,080 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 19
2023-03-31 11:16:10,080 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node5 SampleDCO
2023-03-31 11:16:10,083 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 20
2023-03-31 11:16:10,083 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node6 SampleDCO
2023-03-31 11:16:10,092 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 21
2023-03-31 11:16:10,092 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node2 SampleDCO
2023-03-31 11:16:10,096 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 22
2023-03-31 11:16:10,096 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node3 SampleDCO
2023-03-31 11:16:10,100 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 23
2023-03-31 11:16:10,100 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node4 SampleDCO
2023-03-31 11:16:10,104 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 24
2023-03-31 11:16:10,104 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node5 SampleDCO
2023-03-31 11:16:10,108 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 25
2023-03-31 11:16:10,108 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node6 SampleDCO
2023-03-31 11:16:10,112 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 26
2023-03-31 11:16:10,112 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node2 SampleDCO
2023-03-31 11:16:10,115 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 27
2023-03-31 11:16:10,115 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node3 SampleDCO
2023-03-31 11:16:10,119 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 28
2023-03-31 11:16:10,119 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node4 SampleDCO
2023-03-31 11:16:10,123 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 29
2023-03-31 11:16:10,123 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node5 SampleDCO
2023-03-31 11:16:10,127 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 30
2023-03-31 11:16:10,127 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node6 SampleDCO
2023-03-31 11:16:10,131 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 31
2023-03-31 11:16:10,131 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node2 SampleDCO
2023-03-31 11:16:10,135 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 32
2023-03-31 11:16:10,135 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node3 SampleDCO
2023-03-31 11:16:10,139 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 33
2023-03-31 11:16:10,139 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node4 SampleDCO
2023-03-31 11:16:10,143 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 34
2023-03-31 11:16:10,144 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node5 SampleDCO
2023-03-31 11:16:10,147 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 35
2023-03-31 11:16:10,148 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node6 SampleDCO
2023-03-31 11:16:10,151 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 36
2023-03-31 11:16:10,151 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node2 SampleDCO
2023-03-31 11:16:10,155 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 37
2023-03-31 11:16:10,155 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node3 SampleDCO
2023-03-31 11:16:10,159 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 38
2023-03-31 11:16:10,159 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node4 SampleDCO
2023-03-31 11:16:10,163 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 39
2023-03-31 11:16:10,163 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node5 SampleDCO
2023-03-31 11:16:10,167 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 40
2023-03-31 11:16:10,167 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node6 SampleDCO
2023-03-31 11:16:10,171 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 41
2023-03-31 11:16:10,171 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node2 SampleDCO
2023-03-31 11:16:10,184 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 42
2023-03-31 11:16:10,184 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node3 SampleDCO
2023-03-31 11:16:10,188 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 43
2023-03-31 11:16:10,188 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node4 SampleDCO
2023-03-31 11:16:10,190 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 44
2023-03-31 11:16:10,191 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node5 SampleDCO
2023-03-31 11:16:10,194 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 45
2023-03-31 11:16:10,194 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node6 SampleDCO
2023-03-31 11:16:10,198 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 46
2023-03-31 11:16:10,198 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node2 SampleDCO
2023-03-31 11:16:10,201 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 47
2023-03-31 11:16:10,201 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node3 SampleDCO
2023-03-31 11:16:10,206 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 48
2023-03-31 11:16:10,206 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node4 SampleDCO
2023-03-31 11:16:10,208 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 49
2023-03-31 11:16:10,208 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node5 SampleDCO
2023-03-31 11:16:10,212 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 50
2023-03-31 11:16:10,212 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node6 SampleDCO
2023-03-31 11:16:10,215 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 51
2023-03-31 11:16:10,216 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node2 SampleDCO
2023-03-31 11:16:10,219 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 52
2023-03-31 11:16:10,219 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node3 SampleDCO
2023-03-31 11:16:10,223 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 53
2023-03-31 11:16:10,224 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node4 SampleDCO
2023-03-31 11:16:10,226 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 54
2023-03-31 11:16:10,226 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node5 SampleDCO
2023-03-31 11:16:10,229 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 55
2023-03-31 11:16:10,229 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node6 SampleDCO
2023-03-31 11:16:10,233 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 56
2023-03-31 11:16:10,233 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node2 SampleDCO
2023-03-31 11:16:10,236 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 57
2023-03-31 11:16:10,236 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node3 SampleDCO
2023-03-31 11:16:10,240 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 58
2023-03-31 11:16:10,240 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node4 SampleDCO
2023-03-31 11:16:10,244 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 59
2023-03-31 11:16:10,244 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node5 SampleDCO
2023-03-31 11:16:10,248 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 60
2023-03-31 11:16:10,248 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node6 SampleDCO
2023-03-31 11:16:10,251 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 61
2023-03-31 11:16:10,251 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node2 SampleDCO
2023-03-31 11:16:10,255 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 62
2023-03-31 11:16:10,255 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node3 SampleDCO
2023-03-31 11:16:10,259 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 63
2023-03-31 11:16:10,259 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node4 SampleDCO
2023-03-31 11:16:10,262 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 64
2023-03-31 11:16:10,262 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node5 SampleDCO
2023-03-31 11:16:10,267 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 65
2023-03-31 11:16:10,267 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node6 SampleDCO
2023-03-31 11:16:10,270 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 66
2023-03-31 11:16:10,270 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node2 SampleDCO
2023-03-31 11:16:10,274 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 67
2023-03-31 11:16:10,274 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node3 SampleDCO
2023-03-31 11:16:10,278 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 68
2023-03-31 11:16:10,278 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node4 SampleDCO
2023-03-31 11:16:10,282 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 69
2023-03-31 11:16:10,282 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node5 SampleDCO
2023-03-31 11:16:10,286 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 70
2023-03-31 11:16:10,286 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node6 SampleDCO
2023-03-31 11:16:10,289 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 71
2023-03-31 11:16:10,289 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node2 SampleDCO
2023-03-31 11:16:10,298 [debug] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:47 samples : invoke dco.sample, split: 72
2023-03-31 11:16:10,299 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/lwdee/lwdee.cpp:20 create_dco : create dco node3 SampleDCO
2023-03-31 11:16:53,303 [info ] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:93 samples : > samples,207973614797466-18446721972444508246,eclipse 43.289000
2023-03-31 11:16:53,304 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 0 : 0 - 256409556931876782
2023-03-31 11:16:53,304 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 1 : 256409556931876782 - 512611140248956098
2023-03-31 11:16:53,304 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 2 : 512611140248956098 - 768812723566035414
2023-03-31 11:16:53,304 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 3 : 768812723566035414 - 1025014306883114730
2023-03-31 11:16:53,304 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 4 : 1025014306883114730 - 1281215890200194046
2023-03-31 11:16:53,304 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 5 : 1281215890200194046 - 1537417473517273362
2023-03-31 11:16:53,304 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 6 : 1537417473517273362 - 1793619056834352678
2023-03-31 11:16:53,304 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 7 : 1793619056834352678 - 2049820640151431994
2023-03-31 11:16:53,304 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 8 : 2049820640151431994 - 2306022223468511310
2023-03-31 11:16:53,304 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 9 : 2306022223468511310 - 2562223806785590626
2023-03-31 11:16:53,304 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 10 : 2562223806785590626 - 2818425390102669942
2023-03-31 11:16:53,304 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 11 : 2818425390102669942 - 3074626973419749258
2023-03-31 11:16:53,304 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 12 : 3074626973419749258 - 3330828556736828574
2023-03-31 11:16:53,304 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 13 : 3330828556736828574 - 3587030140053907890
2023-03-31 11:16:53,304 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 14 : 3587030140053907890 - 3843231723370987206
2023-03-31 11:16:53,304 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 15 : 3843231723370987206 - 4099433306688066522
2023-03-31 11:16:53,304 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 16 : 4099433306688066522 - 4355634890005145838
2023-03-31 11:16:53,305 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 17 : 4355634890005145838 - 4611836473322225154
2023-03-31 11:16:53,305 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 18 : 4611836473322225154 - 4868038056639304470
2023-03-31 11:16:53,305 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 19 : 4868038056639304470 - 5124239639956383786
2023-03-31 11:16:53,305 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 20 : 5124239639956383786 - 5380441223273463102
2023-03-31 11:16:53,305 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 21 : 5380441223273463102 - 5636642806590542418
2023-03-31 11:16:53,305 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 22 : 5636642806590542418 - 5892844389907621734
2023-03-31 11:16:53,305 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 23 : 5892844389907621734 - 6149045973224701050
2023-03-31 11:16:53,305 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 24 : 6149045973224701050 - 6405247556541780366
2023-03-31 11:16:53,305 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 25 : 6405247556541780366 - 6661449139858859682
2023-03-31 11:16:53,305 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 26 : 6661449139858859682 - 6917650723175938998
2023-03-31 11:16:53,305 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 27 : 6917650723175938998 - 7173852306493018314
2023-03-31 11:16:53,305 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 28 : 7173852306493018314 - 7430053889810097630
2023-03-31 11:16:53,305 [trace] [139856973143232] /home/kevin/git/lwdee/terasort/driver/Driver.cpp:114 split : subsplit 29 : 7430053889810097630 - 7686255473127176946
